"Time (s) Run #1","Position (m) Run #1"
76.750,0.3652
76.800,0.3974
76.850,0.4303
76.900,0.4649
76.950,0.4959
77.000,0.5242
77.050,0.5491
77.100,0.5695
77.150,0.5851
77.200,0.5955
77.250,0.6003
77.300,0.5995
77.350,0.5930
77.400,0.5811
77.450,0.5640
77.500,0.5423
77.550,0.5162
77.600,0.4873
77.650,0.4557
77.700,0.4212
77.750,0.3884
77.800,0.3564
77.850,0.3242
77.900,0.2971
77.950,0.2740
78.000,0.2535
78.050,0.2406
78.100,0.2331
78.150,0.2318
78.200,0.2360
78.250,0.2462
78.300,0.2620
78.350,0.2848
78.400,0.3101
78.450,0.3387
78.500,0.3722
78.550,0.4043
78.600,0.4372
78.650,0.4713
78.700,0.5016
78.750,0.5292
78.800,0.5532
78.850,0.5725
78.900,0.5869
78.950,0.5960
79.000,0.5998
79.050,0.5978
79.100,0.5901
79.150,0.5772
79.200,0.5590
79.250,0.5366
79.300,0.5102
79.350,0.4805
79.400,0.4468
79.450,0.4139
79.500,0.3817
79.550,0.3500
79.600,0.3185
79.650,0.2924
79.700,0.2703
79.750,0.2513
79.800,0.2392
79.850,0.2331
79.900,0.2330
79.950,0.2385
80.000,0.2522
80.050,0.2690
80.100,0.2906
80.150,0.3164
80.200,0.3477
80.250,0.3794
80.300,0.4113
80.350,0.4441
80.400,0.4780
80.450,0.5077
80.500,0.5342
80.550,0.5570
80.600,0.5752
80.650,0.5887
80.700,0.5966
80.750,0.5990
80.800,0.5958
80.850,0.5870
80.900,0.5729
80.950,0.5541
81.000,0.5308
81.050,0.5036
81.100,0.4736
81.150,0.4398
81.200,0.4067
81.250,0.3748
81.300,0.3439
81.350,0.3130
81.400,0.2876
81.450,0.2648
81.500,0.2487
81.550,0.2385
81.600,0.2334
81.650,0.2347
81.700,0.2417
81.750,0.2538
81.800,0.2717
81.850,0.2961
81.900,0.3226
81.950,0.3544
82.000,0.3861
82.050,0.4183
82.100,0.4529
82.150,0.4841
82.200,0.5130
82.250,0.5389
82.300,0.5607
82.350,0.5779
82.400,0.5899
82.450,0.5968
82.500,0.5979
82.550,0.5936
82.600,0.5836
82.650,0.5686
82.700,0.5488
82.750,0.5246
82.800,0.4969
82.850,0.4665
82.900,0.4327
82.950,0.4003
83.000,0.3684
83.050,0.3379
83.100,0.3078
83.150,0.2835
83.200,0.2617
83.250,0.2469
83.300,0.2379
83.350,0.2342
83.400,0.2364
83.450,0.2446
83.500,0.2579
83.550,0.2789
83.600,0.3024
83.650,0.3294
83.700,0.3617
83.750,0.3933
83.800,0.4255
83.850,0.4596
83.900,0.4903
83.950,0.5187
84.000,0.5434
84.050,0.5642
84.100,0.5803
84.150,0.5912
84.200,0.5967
84.250,0.5967
84.300,0.5910
84.350,0.5802
84.400,0.5642
84.450,0.5434
84.500,0.5186
84.550,0.4906
84.600,0.4596
84.650,0.4256
84.700,0.3937
84.750,0.3620
84.800,0.3301
84.850,0.3030
84.900,0.2797
84.950,0.2587
85.000,0.2454
85.050,0.2372
85.100,0.2353
85.150,0.2384
85.200,0.2478
85.250,0.2644
85.300,0.2843
85.350,0.3085
85.400,0.3384
85.450,0.3688
85.500,0.4004
85.550,0.4324
85.600,0.4662
85.650,0.4965
85.700,0.5239
85.750,0.5477
85.800,0.5675
85.850,0.5822
85.900,0.5921
85.950,0.5964
86.000,0.5952
86.050,0.5885
86.100,0.5763
86.150,0.5594
86.200,0.5378
86.250,0.5122
86.300,0.4834
86.350,0.4506
86.400,0.4184
86.450,0.3867
86.500,0.3532
86.550,0.3242
86.600,0.2978
86.650,0.2757
86.700,0.2559
86.750,0.2436
86.800,0.2369
86.850,0.2357
86.900,0.2408
86.950,0.2511
87.000,0.2669
87.050,0.2896
87.100,0.3144
87.150,0.3428
87.200,0.3756
87.250,0.4072
87.300,0.4395
87.350,0.4727
87.400,0.5023
87.450,0.5291
87.500,0.5519
87.550,0.5706
87.600,0.5842
87.650,0.5928
87.700,0.5959
87.750,0.5933
87.800,0.5856
87.850,0.5725
87.900,0.5546
87.950,0.5321
88.000,0.5058
88.050,0.4768
88.100,0.4458
88.150,0.4117
88.200,0.3801
88.250,0.3493
88.300,0.3187
88.350,0.2934
88.400,0.2722
88.450,0.2560
88.500,0.2424
88.550,0.2374
88.600,0.2378
88.650,0.2434
88.700,0.2550
88.750,0.2740
88.800,0.2956
88.850,0.3212
88.900,0.3521
88.950,0.3830
89.000,0.4146
89.050,0.4465
89.100,0.4792
89.150,0.5082
89.200,0.5339
89.250,0.5559
89.300,0.5734
89.350,0.5859
89.400,0.5932
89.450,0.5951
89.500,0.5915
89.550,0.5824
89.600,0.5684
89.650,0.5494
89.700,0.5263
89.750,0.4997
89.800,0.4701
89.850,0.4370
89.900,0.4048
89.950,0.3734
90.000,0.3434
90.050,0.3133
90.100,0.2890
90.150,0.2688
90.200,0.2518
90.250,0.2421
90.300,0.2380
90.350,0.2390
90.400,0.2466
90.450,0.2612
90.500,0.2793
90.550,0.3017
90.600,0.3300
90.650,0.3592
90.700,0.3901
90.750,0.4218
90.800,0.4553
90.850,0.4858
90.900,0.5137
90.950,0.5387
91.000,0.5595
91.050,0.5758
91.100,0.5872
91.150,0.5934
91.200,0.5939
91.250,0.5893
91.300,0.5791
91.350,0.5638
91.400,0.5441
91.450,0.5201
91.500,0.4925
91.550,0.4608
91.600,0.4294
91.650,0.3979
91.700,0.3669
91.750,0.3349
91.800,0.3080
91.850,0.2845
91.900,0.2656
91.950,0.2495
92.000,0.2412
92.050,0.2383
92.100,0.2414
92.150,0.2494
92.200,0.2632
92.250,0.2839
92.300,0.3074
92.350,0.3344
92.400,0.3659
92.450,0.3969
92.500,0.4285
92.550,0.4617
92.600,0.4917
92.650,0.5191
92.700,0.5431
92.750,0.5628
92.800,0.5781
92.850,0.5883
92.900,0.5931
92.950,0.5926
93.000,0.5866
93.050,0.5754
93.100,0.5592
93.150,0.5384
93.200,0.5137
93.250,0.4859
93.300,0.4556
93.350,0.4225
93.400,0.3913
93.450,0.3603
93.500,0.3316
93.550,0.3033
93.600,0.2808
93.650,0.2630
93.700,0.2481
93.750,0.2412
93.800,0.2392
93.850,0.2432
93.900,0.2531
93.950,0.2699
94.000,0.2898
94.050,0.3137
94.100,0.3434
94.150,0.3734
94.200,0.4041
94.250,0.4357
94.300,0.4684
94.350,0.4979
94.400,0.5242
94.450,0.5472
94.500,0.5659
94.550,0.5800
94.600,0.5890
94.650,0.5926
94.700,0.5909
94.750,0.5837
94.800,0.5714
94.850,0.5544
94.900,0.5326
94.950,0.5074
95.000,0.4792
95.050,0.4488
95.100,0.4154
95.150,0.3842
95.200,0.3537
95.250,0.3233
95.300,0.2983
95.350,0.2769
95.400,0.2583
95.450,0.2469
95.500,0.2410
95.550,0.2406
95.600,0.2458
95.650,0.2586
95.700,0.2745
95.750,0.2954
95.800,0.3202
95.850,0.3503
95.900,0.3803
95.950,0.4112
96.000,0.4426
96.050,0.4750
96.100,0.5036
96.150,0.5293
96.200,0.5510
96.250,0.5687
96.300,0.5818
96.350,0.5895
96.400,0.5920
96.450,0.5891
96.500,0.5806
96.550,0.5672
96.600,0.5490
96.650,0.5269
96.700,0.5008
96.750,0.4722
96.800,0.4396
96.850,0.4078
96.900,0.3772
96.950,0.3454
97.000,0.3178
97.050,0.2933
97.100,0.2732
97.150,0.2559
97.200,0.2455
97.250,0.2410
97.300,0.2417
97.350,0.2482
97.400,0.2603
97.450,0.2793
97.500,0.3011
97.550,0.3264
97.600,0.3568
97.650,0.3870
97.700,0.4182
97.750,0.4491
97.800,0.4813
97.850,0.5091
97.900,0.5339
97.950,0.5549
98.000,0.5715
98.050,0.5830
98.100,0.5898
98.150,0.5908
98.200,0.5867
98.250,0.5774
98.300,0.5629
98.350,0.5439
98.400,0.5206
98.450,0.4938
98.500,0.4649
98.550,0.4323
98.600,0.4013
98.650,0.3706
98.700,0.3415
98.750,0.3126
98.800,0.2891
98.850,0.2701
98.900,0.2538
98.950,0.2450
99.000,0.2418
99.050,0.2436
99.100,0.2513
99.150,0.2646
99.200,0.2846
99.250,0.3071
99.300,0.3331
99.350,0.3642
99.400,0.3944
99.450,0.4253
99.500,0.4560
99.550,0.4874
99.600,0.5146
99.650,0.5384
99.700,0.5583
99.750,0.5738
99.800,0.5843
99.850,0.5896
99.900,0.5896
99.950,0.5841
100.000,0.5736
100.050,0.5583
100.100,0.5384
100.150,0.5144
100.200,0.4874
100.250,0.4582
100.300,0.4254
100.350,0.3948
100.400,0.3643
100.450,0.3337
100.500,0.3076
100.550,0.2851
100.600,0.2674
100.650,0.2521
100.700,0.2448
100.750,0.2421
100.800,0.2460
100.850,0.2550
100.900,0.2709
100.950,0.2899
101.000,0.3136
101.050,0.3420
101.100,0.3714
101.150,0.4014
101.200,0.4325
101.250,0.4646
101.300,0.4938
101.350,0.5198
101.400,0.5429
101.450,0.5616
101.500,0.5759
101.550,0.5852
101.600,0.5893
101.650,0.5881
101.700,0.5814
101.750,0.5699
101.800,0.5533
101.850,0.5328
101.900,0.5079
101.950,0.4804
102.000,0.4489
102.050,0.4178
102.100,0.3872
102.150,0.3573
102.200,0.3275
102.250,0.3021
102.300,0.2808
102.350,0.2623
102.400,0.2505
102.450,0.2443
102.500,0.2431
102.550,0.2480
102.600,0.2583
102.650,0.2756
102.700,0.2954
102.750,0.3194
102.800,0.3487
102.850,0.3779
102.900,0.4081
102.950,0.4393
103.000,0.4714
103.050,0.4994
103.100,0.5250
103.150,0.5471
103.200,0.5648
103.250,0.5778
103.300,0.5859
103.350,0.5889
103.400,0.5863
103.450,0.5787
103.500,0.5659
103.550,0.5485
103.600,0.5269
103.650,0.5017
103.700,0.4739
103.750,0.4420
103.800,0.4113
103.850,0.3813
103.900,0.3513
103.950,0.3224
104.000,0.2981
104.050,0.2777
104.100,0.2621
104.150,0.2495
104.200,0.2448
104.250,0.2450
104.300,0.2510
104.350,0.2620
104.400,0.2805
104.450,0.3013
104.500,0.3259
104.550,0.3556
104.600,0.3853
104.650,0.4155
104.700,0.4460
104.750,0.4776
104.800,0.5053
104.850,0.5300
104.900,0.5509
104.950,0.5676
105.000,0.5794
105.050,0.5863
105.100,0.5879
105.150,0.5842
105.200,0.5755
105.250,0.5618
105.300,0.5434
105.350,0.5209
105.400,0.4953
105.450,0.4668
105.500,0.4347
105.550,0.4040
105.600,0.3744
105.650,0.3454
105.700,0.3166
105.750,0.2934
105.800,0.2744
105.850,0.2599
105.900,0.2486
105.950,0.2449
106.000,0.2465
106.050,0.2537
106.100,0.2660
106.150,0.2853
106.200,0.3071
106.250,0.3324
106.300,0.3626
106.350,0.3923
106.400,0.4224
106.450,0.4526
106.500,0.4838
106.550,0.5107
106.600,0.5343
106.650,0.5544
106.700,0.5698
106.750,0.5807
106.800,0.5863
106.850,0.5867
106.900,0.5819
106.950,0.5719
107.000,0.5570
107.050,0.5377
107.100,0.5144
107.150,0.4881
107.200,0.4575
107.250,0.4273
107.300,0.3971
107.350,0.3674
107.400,0.3369
107.450,0.3112
107.500,0.2889
107.550,0.2690
107.600,0.2559
107.650,0.2477
107.700,0.2454
107.750,0.2484
107.800,0.2590
107.850,0.2723
107.900,0.2908
107.950,0.3132
108.000,0.3414
108.050,0.3697
108.100,0.3995
108.150,0.4295
108.200,0.4614
108.250,0.4900
108.300,0.5158
108.350,0.5390
108.400,0.5577
108.450,0.5719
108.500,0.5816
108.550,0.5860
108.600,0.5852
108.650,0.5792
108.700,0.5683
108.750,0.5524
108.800,0.5324
108.850,0.5085
108.900,0.4814
108.950,0.4527
109.000,0.4204
109.050,0.3906
109.100,0.3611
109.150,0.3314
109.200,0.3067
109.250,0.2855
109.300,0.2663
109.350,0.2547
109.400,0.2479
109.450,0.2466
109.500,0.2510
109.550,0.2603
109.600,0.2770
109.650,0.2961
109.700,0.3194
109.750,0.3481
109.800,0.3765
109.850,0.4062
109.900,0.4368
109.950,0.4683
110.000,0.4962
110.050,0.5215
110.100,0.5433
110.150,0.5612
110.200,0.5744
110.250,0.5826
110.300,0.5857
110.350,0.5837
110.400,0.5764
110.450,0.5645
110.500,0.5478
110.550,0.5267
110.600,0.5022
110.650,0.4749
110.700,0.4438
110.750,0.4137
110.800,0.3840
110.850,0.3549
110.900,0.3282
110.950,0.3020
111.000,0.2815
111.050,0.2661
111.100,0.2557
111.150,0.2482
111.200,0.2481
111.250,0.2535
111.300,0.2660
111.350,0.2819
111.400,0.3021
111.450,0.3261
111.500,0.3551
111.550,0.3839
111.600,0.4134
111.650,0.4438
111.700,0.4747
111.750,0.5019
111.800,0.5264
111.850,0.5473
111.900,0.5639
111.950,0.5760
112.000,0.5830
112.050,0.5851
112.100,0.5818
112.150,0.5734
112.200,0.5603
112.250,0.5425
112.300,0.5207
112.350,0.4955
112.400,0.4678
112.450,0.4366
112.500,0.4063
112.550,0.3772
112.600,0.3464
112.650,0.3202
112.700,0.2972
112.750,0.2758
112.800,0.2616
112.850,0.2520
112.900,0.2478
112.950,0.2493
113.000,0.2561
113.050,0.2679
113.100,0.2865
113.150,0.3076
113.200,0.3323
113.250,0.3616
113.300,0.3906
113.350,0.4203
113.400,0.4502
113.450,0.4807
113.500,0.5076
113.550,0.5309
113.600,0.5509
113.650,0.5664
113.700,0.5774
113.750,0.5832
113.800,0.5839
113.850,0.5794
113.900,0.5700
113.950,0.5558
114.000,0.5373
114.050,0.5147
114.100,0.4889
114.150,0.4609
114.200,0.4295
114.250,0.3997
114.300,0.3706
114.350,0.3425
114.400,0.3152
114.450,0.2931
114.500,0.2749
114.550,0.2600
114.600,0.2517
114.650,0.2487
114.700,0.2513
114.750,0.2593
114.800,0.2742
114.850,0.2920
114.900,0.3136
114.950,0.3410
115.000,0.3687
115.050,0.3978
115.100,0.4277
115.150,0.4590
115.200,0.4872
115.250,0.5129
115.300,0.5355
115.350,0.5544
115.400,0.5687
115.450,0.5783
115.500,0.5829
115.550,0.5826
115.600,0.5769
115.650,0.5664
115.700,0.5512
115.750,0.5317
115.800,0.5083
115.850,0.4822
115.900,0.4539
115.950,0.4225
116.000,0.3928
116.050,0.3637
116.100,0.3347
116.150,0.3098
116.200,0.2889
116.250,0.2720
116.300,0.2581
116.350,0.2511
116.400,0.2499
116.450,0.2536
116.500,0.2624
116.550,0.2785
116.600,0.2973
116.650,0.3199
116.700,0.3477
116.750,0.3759
116.800,0.4049
116.850,0.4347
116.900,0.4657
116.950,0.4933
117.000,0.5183
117.050,0.5399
117.100,0.5575
117.150,0.5708
117.200,0.5792
117.250,0.5826
117.300,0.5809
117.350,0.5740
117.400,0.5625
117.450,0.5461
117.500,0.5258
117.550,0.5022
117.600,0.4754
117.650,0.4449
117.700,0.4152
117.750,0.3859
117.800,0.3573
117.850,0.3291
117.900,0.3051
117.950,0.2851
118.000,0.2695
118.050,0.2569
118.100,0.2509
118.150,0.2509
118.200,0.2560
118.250,0.2662
118.300,0.2833
118.350,0.3030
118.400,0.3263
118.450,0.3548
118.500,0.3831
118.550,0.4117
118.600,0.4414
118.650,0.4721
118.700,0.4990
118.750,0.5231
118.800,0.5439
118.850,0.5605
118.900,0.5724
118.950,0.5796
119.000,0.5818
119.050,0.5789
119.100,0.5709
119.150,0.5584
119.200,0.5411
119.250,0.5198
119.300,0.4953
119.350,0.4680
119.400,0.4375
119.450,0.4080
119.500,0.3788
119.550,0.3509
119.600,0.3231
119.650,0.3003
119.700,0.2815
119.750,0.2650
119.800,0.2555
119.850,0.2513
119.900,0.2522
119.950,0.2585
120.000,0.2722
120.050,0.2881
120.100,0.3087
120.150,0.3326
120.200,0.3616
120.250,0.3900
120.300,0.4188
120.350,0.4483
120.400,0.4785
120.450,0.5047
120.500,0.5280
120.550,0.5475
120.600,0.5629
120.650,0.5739
120.700,0.5798
120.750,0.5808
120.800,0.5767
120.850,0.5675
120.900,0.5539
120.950,0.5356
121.000,0.5137
121.050,0.4884
121.100,0.4611
121.150,0.4302
121.200,0.4013
121.250,0.3723
121.300,0.3451
121.350,0.3179
121.400,0.2961
121.450,0.2784
121.500,0.2631
121.550,0.2548
121.600,0.2519
121.650,0.2543
121.700,0.2617
121.750,0.2763
121.800,0.2934
121.850,0.3148
121.900,0.3395
121.950,0.3687
122.000,0.3972
122.050,0.4261
122.100,0.4571
122.150,0.4847
122.200,0.5100
122.250,0.5325
122.300,0.5512
122.350,0.5654
122.400,0.5750
122.450,0.5798
122.500,0.5795
122.550,0.5743
122.600,0.5641
122.650,0.5491
122.700,0.5303
122.750,0.5076
122.800,0.4820
122.850,0.4544
122.900,0.4233
122.950,0.3947
123.000,0.3661
123.050,0.3392
123.100,0.3129
123.150,0.2922
123.200,0.2754
123.250,0.2635
123.300,0.2546
123.350,0.2530
123.400,0.2565
123.450,0.2671
123.500,0.2808
123.550,0.2989
123.600,0.3210
123.650,0.3484
123.700,0.3759
123.750,0.4042
123.800,0.4332
123.850,0.4637
123.900,0.4909
123.950,0.5154
124.000,0.5368
124.050,0.5545
124.100,0.5677
124.150,0.5759
124.200,0.5795
124.250,0.5781
124.300,0.5716
124.350,0.5602
124.400,0.5445
124.450,0.5246
124.500,0.5011
124.550,0.4750
124.600,0.4450
124.650,0.4161
124.700,0.3873
124.750,0.3596
124.800,0.3312
124.850,0.3079
124.900,0.2880
124.950,0.2726
125.000,0.2598
125.050,0.2542
125.100,0.2536
125.150,0.2585
125.200,0.2686
125.250,0.2852
125.300,0.3044
125.350,0.3271
125.400,0.3549
125.450,0.3829
125.500,0.4111
125.550,0.4402
125.600,0.4702
125.650,0.4969
125.700,0.5205
125.750,0.5409
125.800,0.5576
125.850,0.5694
125.900,0.5766
125.950,0.5791
126.000,0.5763
126.050,0.5687
126.100,0.5563
126.150,0.5395
126.200,0.5188
126.250,0.4949
126.300,0.4681
126.350,0.4381
126.400,0.4092
126.450,0.3809
126.500,0.3533
126.550,0.3262
126.600,0.3032
126.650,0.2847
126.700,0.2704
126.750,0.2589
126.800,0.2544
126.850,0.2555
126.900,0.2614
126.950,0.2744
127.000,0.2903
127.050,0.3100
127.100,0.3336
127.150,0.3620
127.200,0.3898
127.250,0.4185
127.300,0.4469
127.350,0.4768
127.400,0.5026
127.450,0.5254
127.500,0.5448
127.550,0.5602
127.600,0.5710
127.650,0.5770
127.700,0.5781
127.750,0.5743
127.800,0.5655
127.850,0.5520
127.900,0.5344
127.950,0.5128
128.000,0.4882
128.050,0.4614
128.100,0.4309
128.150,0.4023
128.200,0.3742
128.250,0.3473
128.300,0.3205
128.350,0.2989
128.400,0.2811
128.450,0.2662
128.500,0.2582
128.550,0.2549
128.600,0.2572
128.650,0.2645
128.700,0.2784
128.750,0.2953
128.800,0.3160
128.850,0.3403
128.900,0.3689
128.950,0.3967
129.000,0.4253
129.050,0.4538
129.100,0.4828
129.150,0.5080
129.200,0.5301
129.250,0.5484
129.300,0.5625
129.350,0.5721
129.400,0.5769
129.450,0.5767
129.500,0.5717
129.550,0.5619
129.600,0.5472
129.650,0.5286
129.700,0.5062
129.750,0.4812
129.800,0.4523
129.850,0.4236
129.900,0.3952
129.950,0.3673
130.000,0.3391
130.050,0.3151
130.100,0.2946
130.150,0.2782
130.200,0.2643
130.250,0.2573
130.300,0.2557
130.350,0.2590
130.400,0.2697
130.450,0.2830
130.500,0.3006
130.550,0.3223
130.600,0.3490
130.650,0.3761
130.700,0.4039
130.750,0.4326
130.800,0.4604
130.850,0.4890
130.900,0.5131
130.950,0.5344
131.000,0.5517
131.050,0.5648
131.100,0.5730
131.150,0.5766
131.200,0.5752
131.250,0.5690
131.300,0.5581
131.350,0.5426
131.400,0.5232
131.450,0.5002
131.500,0.4746
131.550,0.4473
131.600,0.4166
131.650,0.3886
131.700,0.3613
131.750,0.3334
131.800,0.3105
131.850,0.2909
131.900,0.2756
131.950,0.2631
132.000,0.2575
132.050,0.2571
132.100,0.2616
132.150,0.2733
132.200,0.2876
132.250,0.3063
132.300,0.3289
132.350,0.3560
132.400,0.3831
132.450,0.4111
132.500,0.4394
132.550,0.4690
132.600,0.4950
132.650,0.5185
132.700,0.5385
132.750,0.5547
132.800,0.5665
132.850,0.5737
132.900,0.5759
132.950,0.5734
133.000,0.5659
133.050,0.5540
133.100,0.5376
133.150,0.5172
133.200,0.4935
133.250,0.4676
133.300,0.4381
133.350,0.4093
133.400,0.3818
133.450,0.3545
133.500,0.3277
133.550,0.3056
133.600,0.2870
133.650,0.2733
133.700,0.2618
133.750,0.2575
133.800,0.2583
133.850,0.2642
133.900,0.2768
133.950,0.2922
134.000,0.3119
134.050,0.3350
134.100,0.3627
134.150,0.3900
134.200,0.4180
134.250,0.4461
134.300,0.4754
134.350,0.5004
134.400,0.5232
134.450,0.5424
134.500,0.5575
134.550,0.5681
134.600,0.5741
134.650,0.5751
134.700,0.5713
134.750,0.5627
134.800,0.5494
134.850,0.5321
134.900,0.5110
134.950,0.4869
135.000,0.4586
135.050,0.4307
135.100,0.4024
135.150,0.3751
135.200,0.3464
135.250,0.3224
135.300,0.3010
135.350,0.2839
135.400,0.2690
135.450,0.2610
135.500,0.2578
135.550,0.2599
135.600,0.2690
135.650,0.2810
135.700,0.2974
135.750,0.3179
135.800,0.3435
135.850,0.3696
135.900,0.3970
135.950,0.4252
136.000,0.4528
136.050,0.4816
136.100,0.5061
136.150,0.5278
136.200,0.5458
136.250,0.5597
136.300,0.5692
136.350,0.5741
136.400,0.5740
136.450,0.5690
136.500,0.5591
136.550,0.5451
136.600,0.5268
136.650,0.5052
136.700,0.4803
136.750,0.4515
136.800,0.4240
136.850,0.3957
136.900,0.3687
136.950,0.3407
137.000,0.3174
137.050,0.2972
137.100,0.2809
137.150,0.2695
137.200,0.2627
137.250,0.2588
137.300,0.2620
137.350,0.2724
137.400,0.2854
137.450,0.3029
137.500,0.3241
137.550,0.3502
137.600,0.3768
137.650,0.4041
137.700,0.4320
137.750,0.4616
137.800,0.4876
137.850,0.5116
137.900,0.5322
137.950,0.5491
138.000,0.5618
138.050,0.5702
138.100,0.5738
138.150,0.5723
138.200,0.5661
138.250,0.5554
138.300,0.5403
138.350,0.5212
138.400,0.4987
138.450,0.4736
138.500,0.4447
138.550,0.4167
138.600,0.3892
138.650,0.3623
138.700,0.3350
138.750,0.3125
138.800,0.2933
138.850,0.2783
138.900,0.2656
138.950,0.2625
139.000,0.2619
139.050,0.2665
139.100,0.2758
139.150,0.2899
139.200,0.3083
139.250,0.3302
139.300,0.3570
139.350,0.3838
139.400,0.4111
139.450,0.4391
139.500,0.4682
139.550,0.4937
139.600,0.5164
139.650,0.5363
139.700,0.5521
139.750,0.5639
139.800,0.5710
139.850,0.5730
139.900,0.5706
139.950,0.5632
140.000,0.5514
140.050,0.5352
140.100,0.5153
140.150,0.4923
140.200,0.4667
140.250,0.4378
140.300,0.4095
140.350,0.3826
140.400,0.3561
140.450,0.3295
140.500,0.3075
140.550,0.2897
140.600,0.2759
140.650,0.2667
140.700,0.2604
140.750,0.2613
140.800,0.2690
140.850,0.2796
140.900,0.2948
140.950,0.3140
141.000,0.3366
141.050,0.3637
141.100,0.3905
141.150,0.4181
141.200,0.4458
141.250,0.4746
141.300,0.4992
141.350,0.5215
141.400,0.5401
141.450,0.5549
141.500,0.5653
141.550,0.5714
141.600,0.5722
141.650,0.5686
141.700,0.5601
141.750,0.5472
141.800,0.5302
141.850,0.5095
141.900,0.4858
141.950,0.4597
142.000,0.4305
142.050,0.4028
142.100,0.3759
142.150,0.3497
142.200,0.3239
142.250,0.3034
142.300,0.2863
142.350,0.2717
142.400,0.2660
142.450,0.2609
142.500,0.2631
142.550,0.2698
142.600,0.2835
142.650,0.2998
142.700,0.3200
142.750,0.3452
142.800,0.3708
142.850,0.3977
142.900,0.4254
142.950,0.4525
143.000,0.4806
143.050,0.5049
143.100,0.5260
143.150,0.5438
143.200,0.5575
143.250,0.5666
143.300,0.5714
143.350,0.5712
143.400,0.5660
143.450,0.5565
143.500,0.5427
143.550,0.5247
143.600,0.5035
143.650,0.4792
143.700,0.4530
143.750,0.4238
143.800,0.3962
143.850,0.3695
143.900,0.3442
143.950,0.3191
144.000,0.2996
144.050,0.2835
144.100,0.2719
144.150,0.2654
144.200,0.2636
144.250,0.2670
144.300,0.2752
144.350,0.2882
144.400,0.3053
144.450,0.3261
144.500,0.3519
144.550,0.3776
144.600,0.4048
144.650,0.4320
144.700,0.4611
144.750,0.4866
144.800,0.5099
144.850,0.5303
144.900,0.5471
144.950,0.5594
145.000,0.5677
145.050,0.5711
145.100,0.5695
145.150,0.5635
145.200,0.5528
145.250,0.5379
145.300,0.5192
145.350,0.4971
145.400,0.4724
145.450,0.4440
145.500,0.4164
145.550,0.3895
145.600,0.3631
145.650,0.3363
145.700,0.3141
145.750,0.2954
145.800,0.2806
145.850,0.2685
145.900,0.2653
145.950,0.2627
146.000,0.2692
146.050,0.2784
146.100,0.2924
146.150,0.3106
146.200,0.3321
146.250,0.3584
146.300,0.3847
146.350,0.4115
146.400,0.4389
146.450,0.4675
146.500,0.4925
146.550,0.5151
146.600,0.5343
146.650,0.5500
146.700,0.5614
146.750,0.5682
146.800,0.5704
146.850,0.5680
146.900,0.5606
146.950,0.5488
147.000,0.5331
147.050,0.5134
147.100,0.4906
147.150,0.4655
147.200,0.4371
147.250,0.4095
147.300,0.3829
147.350,0.3568
147.400,0.3305
147.450,0.3094
147.500,0.2918
147.550,0.2762
147.600,0.2673
147.650,0.2633
147.700,0.2641
147.750,0.2698
147.800,0.2822
147.850,0.2971
147.900,0.3162
147.950,0.3404
148.000,0.3653
148.050,0.3915
148.100,0.4185
148.150,0.4456
148.200,0.4739
148.250,0.4982
148.300,0.5199
148.350,0.5381
148.400,0.5527
148.450,0.5629
148.500,0.5686
148.550,0.5694
148.600,0.5658
148.650,0.5575
148.700,0.5449
148.750,0.5280
148.800,0.5076
148.850,0.4844
148.900,0.4588
148.950,0.4302
149.000,0.4029
149.050,0.3765
149.100,0.3510
149.150,0.3258
149.200,0.3054
149.250,0.2888
149.300,0.2764
149.350,0.2685
149.400,0.2657
149.450,0.2658
149.500,0.2748
149.550,0.2865
149.600,0.3025
149.650,0.3222
149.700,0.3469
149.750,0.3723
149.800,0.3986
149.850,0.4255
149.900,0.4544
149.950,0.4799
150.000,0.5037
150.050,0.5244
150.100,0.5417
150.150,0.5551
150.200,0.5644
150.250,0.5686
150.300,0.5686
150.350,0.5636
150.400,0.5543
150.450,0.5403
150.500,0.5227
150.550,0.5017
150.600,0.4774
150.650,0.4498
150.700,0.4231
150.750,0.3962
150.800,0.3697
150.850,0.3429
150.900,0.3205
150.950,0.3011
151.000,0.2857
151.050,0.2745
151.100,0.2659
151.150,0.2645
151.200,0.2678
151.250,0.2777
151.300,0.2906
151.350,0.3075
151.400,0.3280
151.450,0.3534
151.500,0.3790
151.550,0.4053
151.600,0.4323
151.650,0.4587
151.700,0.4858
151.750,0.5087
151.800,0.5287
151.850,0.5450
151.900,0.5574
151.950,0.5651
152.000,0.5685
152.050,0.5671
152.100,0.5611
152.150,0.5505
152.200,0.5357
152.250,0.5170
152.300,0.4950
152.350,0.4710
152.400,0.4431
152.450,0.4162
152.500,0.3897
152.550,0.3636
152.600,0.3372
152.650,0.3158
152.700,0.2973
152.750,0.2829
152.800,0.2731
152.850,0.2656
152.900,0.2655
152.950,0.2720
153.000,0.2812
153.050,0.2952
153.100,0.3130
153.150,0.3340
153.200,0.3600
153.250,0.3861
153.300,0.4121
153.350,0.4393
153.400,0.4672
153.450,0.4918
153.500,0.5139
153.550,0.5331
153.600,0.5482
153.650,0.5591
153.700,0.5658
153.750,0.5680
153.800,0.5654
153.850,0.5582
153.900,0.5466
153.950,0.5311
154.000,0.5115
154.050,0.4892
154.100,0.4646
154.150,0.4364
154.200,0.4095
154.250,0.3833
154.300,0.3574
154.350,0.3343
