"Time (s) Run #1","Position (m) Run #1"
232.050,0.5231
232.100,0.5091
232.150,0.4926
232.200,0.4736
232.250,0.4526
232.300,0.4310
232.350,0.4066
232.400,0.3851
232.450,0.3642
232.500,0.3452
232.550,0.3286
232.600,0.3129
232.650,0.3028
232.700,0.2964
232.750,0.2937
232.800,0.2956
232.850,0.3008
232.900,0.3104
232.950,0.3234
233.000,0.3416
233.050,0.3601
233.100,0.3807
233.150,0.4021
233.200,0.4244
233.250,0.4485
233.300,0.4697
233.350,0.4890
233.400,0.5061
233.450,0.5203
233.500,0.5313
233.550,0.5388
233.600,0.5423
233.650,0.5421
233.700,0.5381
233.750,0.5303
233.800,0.5190
233.850,0.5045
233.900,0.4870
233.950,0.4675
234.000,0.4467
234.050,0.4247
234.100,0.4007
234.150,0.3792
234.200,0.3588
234.250,0.3402
234.300,0.3246
234.350,0.3122
234.400,0.3007
234.450,0.2955
234.500,0.2942
234.550,0.2971
234.600,0.3037
234.650,0.3143
234.700,0.3301
234.750,0.3467
234.800,0.3659
234.850,0.3869
234.900,0.4083
234.950,0.4304
235.000,0.4541
235.050,0.4747
235.100,0.4935
235.150,0.5098
235.200,0.5231
235.250,0.5334
235.300,0.5397
235.350,0.5422
235.400,0.5409
235.450,0.5357
235.500,0.5270
235.550,0.5146
235.600,0.4993
235.650,0.4813
235.700,0.4614
235.750,0.4402
235.800,0.4163
235.850,0.3940
235.900,0.3732
235.950,0.3528
236.000,0.3356
236.050,0.3186
236.100,0.3072
236.150,0.2992
236.200,0.2946
236.250,0.2947
236.300,0.2986
236.350,0.3065
236.400,0.3179
236.450,0.3323
236.500,0.3519
236.550,0.3716
236.600,0.3927
236.650,0.4143
236.700,0.4363
236.750,0.4576
236.800,0.4799
236.850,0.4980
236.900,0.5136
236.950,0.5261
237.000,0.5349
237.050,0.5402
237.100,0.5417
237.150,0.5394
237.200,0.5332
237.250,0.5231
237.300,0.5101
237.350,0.4940
237.400,0.4753
237.450,0.4529
237.500,0.4316
237.550,0.4095
237.600,0.3876
237.650,0.3669
237.700,0.3485
237.750,0.3295
237.800,0.3156
237.850,0.3047
237.900,0.2979
237.950,0.2953
238.000,0.2959
238.050,0.3010
238.100,0.3099
238.150,0.3223
238.200,0.3399
238.250,0.3579
238.300,0.3779
238.350,0.3992
238.400,0.4212
238.450,0.4449
238.500,0.4659
238.550,0.4854
238.600,0.5027
238.650,0.5172
238.700,0.5287
238.750,0.5365
238.800,0.5408
238.850,0.5412
238.900,0.5377
238.950,0.5306
239.000,0.5199
239.050,0.5058
239.100,0.4892
239.150,0.4703
239.200,0.4492
239.250,0.4257
239.300,0.4035
239.350,0.3821
239.400,0.3621
239.450,0.3438
239.500,0.3278
239.550,0.3129
239.600,0.3032
239.650,0.2974
239.700,0.2958
239.750,0.2976
239.800,0.3037
239.850,0.3136
239.900,0.3289
239.950,0.3452
240.000,0.3639
240.050,0.3843
240.100,0.4056
240.150,0.4272
240.200,0.4510
240.250,0.4715
240.300,0.4903
240.350,0.5067
240.400,0.5202
240.450,0.5308
240.500,0.5376
240.550,0.5408
240.600,0.5401
240.650,0.5353
240.700,0.5272
240.750,0.5158
240.800,0.5007
240.850,0.4834
240.900,0.4636
240.950,0.4410
241.000,0.4194
241.050,0.3975
241.100,0.3766
241.150,0.3564
241.200,0.3392
241.250,0.3220
241.300,0.3096
241.350,0.3011
241.400,0.2965
241.450,0.2958
241.500,0.2992
241.550,0.3063
241.600,0.3171
241.650,0.3313
241.700,0.3500
241.750,0.3695
241.800,0.3901
241.850,0.4116
241.900,0.4332
241.950,0.4565
242.000,0.4766
242.050,0.4947
242.100,0.5106
242.150,0.5233
242.200,0.5329
242.250,0.5385
242.300,0.5405
242.350,0.5387
242.400,0.5331
242.450,0.5240
242.500,0.5113
242.550,0.4959
242.600,0.4779
242.650,0.4577
242.700,0.4370
242.750,0.4130
242.800,0.3914
242.850,0.3707
242.900,0.3516
242.950,0.3327
243.000,0.3186
243.050,0.3073
243.100,0.2999
243.150,0.2965
243.200,0.2971
243.250,0.3015
243.300,0.3097
243.350,0.3215
243.400,0.3362
243.450,0.3558
243.500,0.3759
243.550,0.3967
243.600,0.4179
243.650,0.4415
243.700,0.4625
243.750,0.4821
243.800,0.4996
243.850,0.5143
243.900,0.5261
243.950,0.5344
244.000,0.5390
244.050,0.5400
244.100,0.5372
244.150,0.5306
244.200,0.5204
244.250,0.5070
244.300,0.4909
244.350,0.4724
244.400,0.4521
244.450,0.4308
244.500,0.4069
244.550,0.3863
244.600,0.3659
244.650,0.3472
244.700,0.3312
244.750,0.3177
244.800,0.3058
244.850,0.2995
244.900,0.2970
244.950,0.2985
245.000,0.3041
245.050,0.3133
245.100,0.3279
245.150,0.3436
245.200,0.3618
245.250,0.3819
245.300,0.4025
245.350,0.4243
245.400,0.4475
245.450,0.4682
245.500,0.4870
245.550,0.5037
245.600,0.5176
245.650,0.5283
245.700,0.5357
245.750,0.5392
245.800,0.5392
245.850,0.5352
245.900,0.5275
245.950,0.5166
246.000,0.5024
246.050,0.4854
246.100,0.4665
246.150,0.4459
246.200,0.4226
246.250,0.4012
246.300,0.3802
246.350,0.3602
246.400,0.3422
246.450,0.3271
246.500,0.3129
246.550,0.3038
246.600,0.2988
246.650,0.2973
246.700,0.3000
246.750,0.3067
246.800,0.3169
246.850,0.3322
246.900,0.3488
246.950,0.3675
247.000,0.3876
247.050,0.4087
247.100,0.4303
247.150,0.4534
247.200,0.4734
247.250,0.4916
247.300,0.5077
247.350,0.5205
247.400,0.5304
247.450,0.5367
247.500,0.5391
247.550,0.5378
247.600,0.5330
247.650,0.5243
247.700,0.5125
247.750,0.4974
247.800,0.4801
247.850,0.4604
247.900,0.4378
247.950,0.4162
248.000,0.3950
248.050,0.3745
248.100,0.3554
248.150,0.3381
248.200,0.3236
248.250,0.3104
248.300,0.3026
248.350,0.2984
248.400,0.2984
248.450,0.3022
248.500,0.3099
248.550,0.3208
248.600,0.3371
248.650,0.3541
248.700,0.3733
248.750,0.3939
248.800,0.4150
248.850,0.4384
248.900,0.4592
248.950,0.4789
249.000,0.4963
249.050,0.5113
249.100,0.5233
249.150,0.5322
249.200,0.5373
249.250,0.5388
249.300,0.5365
249.350,0.5306
249.400,0.5209
249.450,0.5082
249.500,0.4926
249.550,0.4744
249.600,0.4548
249.650,0.4337
249.700,0.4102
249.750,0.3894
249.800,0.3690
249.850,0.3503
249.900,0.3342
249.950,0.3184
250.000,0.3080
250.050,0.3014
250.100,0.2984
250.150,0.2995
250.200,0.3043
250.250,0.3128
250.300,0.3269
250.350,0.3419
250.400,0.3598
250.450,0.3793
250.500,0.3999
250.550,0.4210
250.600,0.4443
250.650,0.4647
250.700,0.4837
250.750,0.5006
250.800,0.5148
250.850,0.5259
250.900,0.5336
250.950,0.5377
251.000,0.5380
251.050,0.5346
251.100,0.5277
251.150,0.5171
251.200,0.5036
251.250,0.4873
251.300,0.4687
251.350,0.4487
251.400,0.4255
251.450,0.4042
251.500,0.3837
251.550,0.3636
251.600,0.3455
251.650,0.3300
251.700,0.3154
251.750,0.3061
251.800,0.3005
251.850,0.2987
251.900,0.3007
251.950,0.3067
252.000,0.3164
252.050,0.3313
252.100,0.3471
252.150,0.3652
252.200,0.3852
252.250,0.4056
252.300,0.4270
252.350,0.4501
252.400,0.4701
252.450,0.4884
252.500,0.5046
252.550,0.5179
252.600,0.5280
252.650,0.5347
252.700,0.5377
252.750,0.5371
252.800,0.5326
252.850,0.5246
252.900,0.5133
252.950,0.4989
253.000,0.4820
253.050,0.4629
253.100,0.4407
253.150,0.4193
253.200,0.3983
253.250,0.3778
253.300,0.3583
253.350,0.3412
253.400,0.3244
253.450,0.3127
253.500,0.3043
253.550,0.2998
253.600,0.2992
253.650,0.3024
253.700,0.3094
253.750,0.3198
253.800,0.3356
253.850,0.3522
253.900,0.3709
253.950,0.3910
254.000,0.4118
254.050,0.4330
254.100,0.4558
254.150,0.4754
254.200,0.4930
254.250,0.5084
254.300,0.5207
254.350,0.5299
254.400,0.5355
254.450,0.5376
254.500,0.5358
254.550,0.5304
254.600,0.5214
254.650,0.5092
254.700,0.4940
254.750,0.4765
254.800,0.4569
254.850,0.4343
254.900,0.4131
254.950,0.3923
255.000,0.3721
255.050,0.3535
255.100,0.3369
255.150,0.3210
255.200,0.3104
255.250,0.3031
255.300,0.2998
255.350,0.3002
255.400,0.3045
255.450,0.3125
255.500,0.3239
255.550,0.3406
255.600,0.3575
255.650,0.3767
255.700,0.3972
255.750,0.4179
255.800,0.4410
255.850,0.4613
255.900,0.4803
255.950,0.4975
256.000,0.5121
256.050,0.5233
256.100,0.5315
256.150,0.5361
256.200,0.5371
256.250,0.5341
256.300,0.5277
256.350,0.5178
256.400,0.5048
256.450,0.4890
256.500,0.4708
256.550,0.4511
256.600,0.4283
256.650,0.4071
256.700,0.3868
256.750,0.3667
256.800,0.3488
256.850,0.3310
256.900,0.3179
256.950,0.3083
257.000,0.3022
257.050,0.2999
257.100,0.3014
257.150,0.3067
257.200,0.3159
257.250,0.3301
257.300,0.3454
257.350,0.3630
257.400,0.3828
257.450,0.4028
257.500,0.4241
257.550,0.4469
257.600,0.4668
257.650,0.4853
257.700,0.5017
257.750,0.5153
257.800,0.5258
257.850,0.5327
257.900,0.5363
257.950,0.5361
258.000,0.5322
258.050,0.5248
258.100,0.5140
258.150,0.5001
258.200,0.4837
258.250,0.4651
258.300,0.4450
258.350,0.4221
258.400,0.4012
258.450,0.3809
258.500,0.3616
258.550,0.3442
258.600,0.3272
258.650,0.3153
258.700,0.3066
258.750,0.3015
258.800,0.3004
258.850,0.3029
258.900,0.3094
258.950,0.3193
259.000,0.3346
259.050,0.3505
259.100,0.3687
259.150,0.3886
259.200,0.4089
259.250,0.4301
259.300,0.4525
259.350,0.4722
259.400,0.4899
259.450,0.5055
259.500,0.5183
259.550,0.5277
259.600,0.5338
259.650,0.5362
259.700,0.5349
259.750,0.5300
259.800,0.5217
259.850,0.5101
259.900,0.4953
259.950,0.4783
260.000,0.4593
260.050,0.4390
260.100,0.4162
260.150,0.3954
260.200,0.3754
260.250,0.3566
260.300,0.3400
260.350,0.3239
260.400,0.3128
260.450,0.3052
260.500,0.3012
260.550,0.3013
260.600,0.3050
260.650,0.3125
260.700,0.3232
260.750,0.3394
260.800,0.3560
260.850,0.3747
260.900,0.3946
260.950,0.4152
261.000,0.4381
261.050,0.4584
261.100,0.4773
261.150,0.4946
261.200,0.5093
261.250,0.5209
261.300,0.5294
261.350,0.5344
261.400,0.5359
261.450,0.5336
261.500,0.5276
261.550,0.5183
261.600,0.5058
261.650,0.4905
261.700,0.4728
261.750,0.4535
261.800,0.4312
261.850,0.4100
261.900,0.3899
261.950,0.3702
262.000,0.3519
262.050,0.3359
262.100,0.3206
262.150,0.3108
262.200,0.3041
262.250,0.3013
262.300,0.3025
262.350,0.3072
262.400,0.3157
262.450,0.3294
262.500,0.3442
262.550,0.3615
262.600,0.3805
262.650,0.4008
262.700,0.4214
262.750,0.4441
262.800,0.4639
262.850,0.4823
262.900,0.4987
262.950,0.5126
263.000,0.5233
263.050,0.5308
263.100,0.5347
263.150,0.5350
263.200,0.5317
263.250,0.5249
263.300,0.5147
263.350,0.5013
263.400,0.4854
263.450,0.4672
263.500,0.4476
263.550,0.4250
263.600,0.4042
263.650,0.3842
263.700,0.3648
263.750,0.3472
263.800,0.3321
263.850,0.3178
263.900,0.3088
263.950,0.3034
264.000,0.3016
264.050,0.3038
264.100,0.3097
264.150,0.3211
264.200,0.3337
264.250,0.3493
264.300,0.3670
264.350,0.3866
264.400,0.4065
264.450,0.4272
264.500,0.4496
264.550,0.4692
264.600,0.4870
264.650,0.5027
264.700,0.5157
264.750,0.5256
264.800,0.5319
264.850,0.5348
264.900,0.5340
264.950,0.5298
265.000,0.5218
265.050,0.5107
265.100,0.4965
265.150,0.4801
265.200,0.4615
265.250,0.4416
265.300,0.4190
265.350,0.3985
265.400,0.3785
265.450,0.3597
265.500,0.3428
265.550,0.3265
265.600,0.3152
265.650,0.3073
265.700,0.3029
265.750,0.3023
265.800,0.3055
265.850,0.3125
265.900,0.3227
265.950,0.3382
266.000,0.3545
266.050,0.3728
266.100,0.3924
266.150,0.4126
266.200,0.4352
266.250,0.4553
266.300,0.4744
266.350,0.4917
266.400,0.5065
266.450,0.5187
266.500,0.5274
266.550,0.5328
266.600,0.5345
266.650,0.5329
266.700,0.5275
266.750,0.5186
266.800,0.5066
266.850,0.4917
266.900,0.4746
266.950,0.4556
267.000,0.4356
267.050,0.4129
267.100,0.3926
267.150,0.3731
267.200,0.3548
267.250,0.3388
267.300,0.3253
267.350,0.3128
267.400,0.3062
267.450,0.3029
267.500,0.3033
267.550,0.3076
267.600,0.3156
267.650,0.3267
267.700,0.3428
267.750,0.3596
267.800,0.3783
267.850,0.3980
267.900,0.4187
267.950,0.4391
268.000,0.4610
268.050,0.4794
268.100,0.4958
268.150,0.5100
268.200,0.5211
268.250,0.5289
268.300,0.5334
268.350,0.5342
268.400,0.5312
268.450,0.5247
268.500,0.5150
268.550,0.5024
268.600,0.4868
268.650,0.4689
268.700,0.4497
268.750,0.4274
268.800,0.4067
268.850,0.3871
268.900,0.3676
268.950,0.3502
269.000,0.3348
269.050,0.3201
269.100,0.3107
269.150,0.3050
269.200,0.3029
269.250,0.3043
269.300,0.3098
269.350,0.3187
269.400,0.3306
269.450,0.3478
269.500,0.3651
269.550,0.3838
269.600,0.4039
269.650,0.4245
269.700,0.4467
269.750,0.4662
269.800,0.4841
269.850,0.5000
269.900,0.5131
269.950,0.5234
270.000,0.5302
270.050,0.5336
270.100,0.5333
270.150,0.5293
270.200,0.5220
270.250,0.5112
270.300,0.4977
270.350,0.4814
270.400,0.4634
270.450,0.4438
270.500,0.4214
270.550,0.4010
270.600,0.3812
270.650,0.3626
270.700,0.3455
270.750,0.3312
270.800,0.3175
270.850,0.3092
270.900,0.3043
270.950,0.3034
271.000,0.3060
271.050,0.3125
271.100,0.3222
271.150,0.3372
271.200,0.3529
271.250,0.3708
271.300,0.3902
271.350,0.4101
271.400,0.4305
271.450,0.4525
271.500,0.4717
271.550,0.4889
271.600,0.5039
271.650,0.5162
271.700,0.5255
271.750,0.5312
271.800,0.5336
271.850,0.5322
271.900,0.5273
271.950,0.5189
272.000,0.5075
272.050,0.4931
272.100,0.4764
272.150,0.4577
272.200,0.4380
272.250,0.4157
272.300,0.3954
272.350,0.3760
272.400,0.3578
272.450,0.3415
272.500,0.3279
272.550,0.3152
272.600,0.3079
272.650,0.3043
272.700,0.3042
272.750,0.3079
272.800,0.3154
272.850,0.3262
272.900,0.3418
272.950,0.3582
273.000,0.3764
273.050,0.3960
273.100,0.4161
273.150,0.4365
273.200,0.4581
273.250,0.4767
273.300,0.4934
273.350,0.5076
273.400,0.5190
273.450,0.5272
273.500,0.5318
273.550,0.5331
273.600,0.5308
273.650,0.5249
273.700,0.5157
273.750,0.5034
273.800,0.4883
273.850,0.4709
273.900,0.4521
273.950,0.4300
274.000,0.4097
274.050,0.3900
274.100,0.3707
274.150,0.3529
274.200,0.3375
274.250,0.3248
274.300,0.3131
274.350,0.3071
274.400,0.3042
274.450,0.3056
274.500,0.3103
274.550,0.3186
274.600,0.3320
274.650,0.3468
274.700,0.3636
274.750,0.3824
274.800,0.4018
274.850,0.4221
274.900,0.4441
274.950,0.4637
275.000,0.4817
275.050,0.4976
275.100,0.5109
275.150,0.5215
275.200,0.5284
275.250,0.5323
275.300,0.5324
275.350,0.5291
275.400,0.5222
275.450,0.5121
275.500,0.4989
275.550,0.4833
275.600,0.4654
275.650,0.4462
275.700,0.4240
275.750,0.4036
275.800,0.3843
275.850,0.3655
275.900,0.3484
275.950,0.3338
276.000,0.3199
276.050,0.3112
276.100,0.3060
276.150,0.3046
276.200,0.3067
276.250,0.3127
276.300,0.3221
276.350,0.3365
276.400,0.3517
276.450,0.3691
276.500,0.3879
276.550,0.4077
276.600,0.4281
276.650,0.4500
276.700,0.4689
276.750,0.4863
276.800,0.5015
276.850,0.5138
276.900,0.5234
276.950,0.5297
277.000,0.5322
277.050,0.5313
277.100,0.5269
277.150,0.5193
277.200,0.5082
277.250,0.4941
277.300,0.4780
277.350,0.4598
277.400,0.4402
277.450,0.4181
277.500,0.3983
277.550,0.3786
277.600,0.3603
277.650,0.3443
277.700,0.3301
277.750,0.3173
277.800,0.3097
277.850,0.3057
277.900,0.3052
277.950,0.3084
278.000,0.3154
278.050,0.3257
278.100,0.3409
278.150,0.3567
278.200,0.3745
278.250,0.3938
278.300,0.4137
278.350,0.4339
278.400,0.4553
278.450,0.4739
278.500,0.4906
278.550,0.5052
278.600,0.5166
278.650,0.5253
278.700,0.5304
278.750,0.5319
278.800,0.5301
278.850,0.5245
278.900,0.5160
278.950,0.5040
279.000,0.4893
279.050,0.4727
279.100,0.4541
279.150,0.4345
279.200,0.4122
279.250,0.3922
279.300,0.3735
279.350,0.3557
279.400,0.3400
279.450,0.3251
279.500,0.3152
279.550,0.3086
279.600,0.3056
279.650,0.3063
279.700,0.3105
279.750,0.3185
279.800,0.3315
279.850,0.3456
279.900,0.3620
279.950,0.3804
280.000,0.3996
280.050,0.4195
280.100,0.4415
280.150,0.4608
280.200,0.4789
280.250,0.4948
280.300,0.5085
280.350,0.5192
280.400,0.5267
280.450,0.5308
280.500,0.5314
280.550,0.5284
280.600,0.5221
280.650,0.5124
280.700,0.4998
280.750,0.4843
280.800,0.4671
280.850,0.4483
280.900,0.4265
280.950,0.4062
281.000,0.3871
281.050,0.3681
281.100,0.3510
281.150,0.3362
281.200,0.3223
281.250,0.3131
281.300,0.3077
281.350,0.3058
281.400,0.3074
281.450,0.3129
281.500,0.3217
281.550,0.3355
281.600,0.3504
281.650,0.3672
281.700,0.3861
281.750,0.4051
281.800,0.4253
281.850,0.4471
281.900,0.4660
281.950,0.4834
282.000,0.4988
282.050,0.5116
282.100,0.5213
282.150,0.5278
282.200,0.5310
282.250,0.5306
282.300,0.5265
282.350,0.5192
282.400,0.5087
282.450,0.4953
282.500,0.4793
282.550,0.4615
282.600,0.4403
282.650,0.4203
282.700,0.4007
282.750,0.3814
282.800,0.3631
282.850,0.3467
282.900,0.3306
282.950,0.3196
283.000,0.3116
283.050,0.3070
283.100,0.3063
283.150,0.3090
283.200,0.3154
283.250,0.3272
283.300,0.3399
283.350,0.3555
283.400,0.3728
283.450,0.3915
283.500,0.4113
283.550,0.4314
283.600,0.4527
283.650,0.4712
283.700,0.4881
283.750,0.5026
283.800,0.5145
283.850,0.5234
283.900,0.5288
283.950,0.5308
284.000,0.5294
284.050,0.5243
284.100,0.5164
284.150,0.5047
284.200,0.4907
284.250,0.4742
284.300,0.4560
284.350,0.4367
284.400,0.4148
284.450,0.3950
284.500,0.3762
284.550,0.3584
284.600,0.3428
284.650,0.3275
284.700,0.3173
284.750,0.3103
284.800,0.3070
284.850,0.3071
284.900,0.3110
284.950,0.3183
285.000,0.3308
285.050,0.3444
285.100,0.3603
285.150,0.3781
285.200,0.3974
285.250,0.4168
285.300,0.4367
285.350,0.4560
285.400,0.4758
285.450,0.4920
285.500,0.5059
285.550,0.5168
285.600,0.5248
285.650,0.5294
285.700,0.5304
285.750,0.5277
285.800,0.5220
285.850,0.5129
285.900,0.5006
285.950,0.4859
286.000,0.4690
286.050,0.4503
286.100,0.4289
286.150,0.4090
286.200,0.3897
286.250,0.3709
286.300,0.3538
286.350,0.3388
286.400,0.3244
286.450,0.3152
286.500,0.3093
286.550,0.3070
286.600,0.3085
286.650,0.3134
286.700,0.3237
286.750,0.3351
286.800,0.3495
286.850,0.3660
286.900,0.3842
286.950,0.4032
287.000,0.4231
287.050,0.4446
287.100,0.4636
287.150,0.4808
287.200,0.4964
287.250,0.5092
287.300,0.5192
287.350,0.5260
287.400,0.5296
287.450,0.5295
287.500,0.5260
287.550,0.5192
287.600,0.5092
287.650,0.4962
287.700,0.4807
287.750,0.4634
287.800,0.4445
287.850,0.4229
287.900,0.4031
287.950,0.3841
288.000,0.3658
288.050,0.3495
288.100,0.3351
288.150,0.3239
288.200,0.3136
288.250,0.3088
288.300,0.3073
288.350,0.3098
288.400,0.3156
288.450,0.3269
288.500,0.3391
288.550,0.3541
288.600,0.3713
288.650,0.3898
288.700,0.4089
288.750,0.4286
288.800,0.4502
288.850,0.4686
288.900,0.4853
288.950,0.5000
289.000,0.5121
289.050,0.5212
289.100,0.5271
289.150,0.5295
289.200,0.5283
289.250,0.5240
289.300,0.5162
289.350,0.5054
289.400,0.4917
289.450,0.4756
289.500,0.4579
289.550,0.4388
289.600,0.4171
289.650,0.3976
289.700,0.3786
289.750,0.3610
289.800,0.3451
289.850,0.3318
289.900,0.3213
289.950,0.3121
290.000,0.3082
290.050,0.3080
290.100,0.3115
290.150,0.3183
290.200,0.3305
290.250,0.3435
290.300,0.3591
290.350,0.3766
290.400,0.3953
290.450,0.4147
290.500,0.4343
290.550,0.4553
290.600,0.4732
290.650,0.4896
290.700,0.5035
290.750,0.5147
290.800,0.5229
290.850,0.5277
290.900,0.5291
290.950,0.5270
291.000,0.5216
291.050,0.5129
291.100,0.5011
291.150,0.4867
291.200,0.4702
291.250,0.4519
291.300,0.4307
291.350,0.4110
291.400,0.3919
291.450,0.3734
291.500,0.3562
291.550,0.3412
291.600,0.3286
291.650,0.3171
291.700,0.3109
291.750,0.3082
291.800,0.3090
291.850,0.3134
291.900,0.3214
291.950,0.3343
292.000,0.3480
292.050,0.3643
292.100,0.3825
292.150,0.4010
292.200,0.4206
292.250,0.4400
292.300,0.4607
292.350,0.4782
292.400,0.4938
292.450,0.5068
292.500,0.5170
292.550,0.5241
292.600,0.5280
292.650,0.5285
292.700,0.5253
292.750,0.5190
292.800,0.5093
292.850,0.4968
292.900,0.4817
292.950,0.4647
293.000,0.4462
293.050,0.4250
293.100,0.4053
293.150,0.3867
293.200,0.3684
293.250,0.3519
293.300,0.3377
293.350,0.3258
293.400,0.3175
293.450,0.3103
293.500,0.3085
293.550,0.3105
293.600,0.3159
293.650,0.3267
293.700,0.3386
293.750,0.3531
293.800,0.3698
293.850,0.3879
293.900,0.4070
293.950,0.4266
294.000,0.4478
294.050,0.4662
294.100,0.4831
294.150,0.4978
294.200,0.5100
294.250,0.5194
294.300,0.5256
294.350,0.5282
294.400,0.5275
294.450,0.5236
294.500,0.5163
294.550,0.5059
294.600,0.4925
294.650,0.4769
294.700,0.4594
294.750,0.4408
294.800,0.4214
294.850,0.4000
294.900,0.3812
294.950,0.3636
295.000,0.3477
295.050,0.3342
295.100,0.3234
295.150,0.3140
295.200,0.3098
295.250,0.3092
295.300,0.3122
295.350,0.3185
295.400,0.3302
295.450,0.3428
295.500,0.3579
295.550,0.3752
295.600,0.3936
295.650,0.4126
295.700,0.4342
295.750,0.4534
295.800,0.4712
295.850,0.4874
295.900,0.5014
295.950,0.5128
296.000,0.5212
296.050,0.5264
296.100,0.5281
296.150,0.5265
296.200,0.5212
296.250,0.5131
296.300,0.5020
296.350,0.4877
296.400,0.4716
296.450,0.4537
296.500,0.4348
296.550,0.4134
296.600,0.3941
296.650,0.3755
296.700,0.3582
296.750,0.3433
296.800,0.3285
296.850,0.3188
296.900,0.3121
296.950,0.3091
297.000,0.3095
297.050,0.3138
297.100,0.3211
297.150,0.3338
297.200,0.3469
297.250,0.3627
297.300,0.3806
297.350,0.3991
297.400,0.4185
297.450,0.4377
297.500,0.4581
297.550,0.4758
297.600,0.4914
297.650,0.5047
297.700,0.5151
297.750,0.5226
297.800,0.5266
297.850,0.5274
297.900,0.5248
297.950,0.5189
298.000,0.5095
298.050,0.4973
298.100,0.4829
298.150,0.4663
298.200,0.4479
298.250,0.4269
298.300,0.4074
298.350,0.3884
298.400,0.3705
298.450,0.3539
298.500,0.3395
298.550,0.3258
298.600,0.3169
298.650,0.3114
298.700,0.3094
298.750,0.3109
298.800,0.3160
298.850,0.3245
298.900,0.3377
298.950,0.3519
299.000,0.3680
299.050,0.3862
299.100,0.4046
299.150,0.4242
299.200,0.4432
299.250,0.4636
299.300,0.4803
299.350,0.4952
299.400,0.5080
299.450,0.5174
299.500,0.5238
299.550,0.5270
299.600,0.5268
299.650,0.5231
299.700,0.5161
299.750,0.5061
299.800,0.4932
299.850,0.4779
299.900,0.4609
299.950,0.4424
300.000,0.4214
300.050,0.4021
300.100,0.3836
300.150,0.3658
300.200,0.3498
300.250,0.3362
300.300,0.3233
300.350,0.3155
300.400,0.3110
300.450,0.3101
300.500,0.3127
300.550,0.3206
300.600,0.3302
300.650,0.3420
300.700,0.3569
300.750,0.3737
300.800,0.3919
300.850,0.4107
300.900,0.4319
300.950,0.4509
301.000,0.4690
